Name,Link,SKU,Supplier,Price_Inc_VAT,All_Images,Region,Brand,Quantity,Pieces_in_Pack,Pack_Size,Coverage_M2,Volume_M3,Product_Length_M,Product_Width,Product_Thickness,Product_Weight_Kg,Product_Type,Material,Unit_Type,Pack_Type,description
ERBAUER WOOD PLUNGE CUTTING BLADE 68MM,https://www.screwfix.com/p/erbauer-wood-plunge-cutting-blade-68mm/2755v,2755V,Screwfix,5.99,"https://media.screwfix.com/is/image/ae235/2755V_P, https://media.screwfix.com/is/image/ae235/2755V_A1",UK (Default),Erbauer,1,1,1,N/A,N/A,N/A,0.068,N/A,N/A,Plunge Blade,Wood,N/A,N/A,"Plunge blade for thin and precise cuts in wood. Compatible with most multi-cutter power tools.

Key Features:
• Cuts Wood
• Adaptor & Fixing Pin Connection
• Plunge Cut
• High Carbon Steel Teeth
• Quick-Change Fitting"
ERBAUER METAL PLUNGE CUTTING BLADE 34MM,https://www.screwfix.com/p/erbauer-metal-plunge-cutting-blade-34mm/8867p,8867P,Screwfix,5.69,"https://media.screwfix.com/is/image/ae235/8867P_A4, https://media.screwfix.com/is/image/ae235/8867P_A5, https://media.screwfix.com/is/image/ae235/8867P_A6, https://media.screwfix.com/is/image/ae235/8867P_P, https://media.screwfix.com/is/image/ae235/8867P_A1, https://media.screwfix.com/is/image/ae235/8867P_A2, https://media.screwfix.com/is/image/ae235/8867P_A3",UK (Default),Erbauer,1,1,1,N/A,N/A,N/A,0.034,N/A,N/A,Plunge Cutting Blade,Metal,N/A,N/A,"Suitable for cutting non-ferrous metal and thin sheet metal. Compatible with most multi-cutter power tools.

Key Features:
• Cuts Metal
• Adaptor & Fixing Pin Connection
• Plunge Cut
• High-Speed Steel Teeth
• Quick-Change Fitting"
ERBAUER MULTI-MATERIAL PLUNGE CUTTING BLADES 64MM 5 PACK,https://www.screwfix.com/p/erbauer-multi-material-plunge-cutting-blades-64mm-5-pack/4795v,4795V,Screwfix,29.99,https://media.screwfix.com/is/image/ae235/4795V_P,UK (Default),Erbauer,1,5,5,N/A,N/A,N/A,0.064,N/A,N/A,Plunge Blades,"Wood, Metal & Plastic",N/A,PACK,"Plunge blade pack for thin and precise cuts in non-ferrous metal, thin sheet metal, wood and plastic. Compatible with most multi-cutter power tools.

Key Features:
• Cuts Wood, Metal & Plastic
• Adaptor & Fixing Pin Connection
• Plunge Cut
• High-Speed Steel Teeth
• Quick-Change Fitting"
DEWALT DT20703-QZ MULTI-MATERIAL PLUNGE CUTTING BLADE 30MM,https://www.screwfix.com/p/dewalt-dt20703-qz-multi-material-plunge-cutting-blade-30mm/2425f,2425F,Screwfix,8.99,"https://media.screwfix.com/is/image/ae235/2425F_P, https://media.screwfix.com/is/image/ae235/2425F_A1, https://media.screwfix.com/is/image/ae235/2425F_A2",UK (Default),DEWALT,1,1,1,N/A,N/A,N/A,0.03,N/A,N/A,Multi-Tool Plunge Cut Saw Blade,"Wood, Plywood, Laminates, Plastic, Fibreboards & Chipboards",N/A,BOX,"Suitable for cutting materials such as wood, plasterboard, plastic and PVC. Suitable for cutting out electrical back box holes and for cutting grooves in joists for new pipework. Compatible with DEWALT Quick Change System as well as most other brands blade connection systems using the adaptor supplied.

Key Features:
• Cuts Wood, Plywood, Laminates, Plastic, Fibreboards & Chipboards
• Starlock, Starlock Plus, Starlock Max Fitting & OIS
• Plunge Cut
• High-Speed Steel Teeth"
BOSCH MULTI-MATERIAL CUTTING BLADE SET 5 PCS,https://www.screwfix.com/p/bosch-multi-material-cutting-blade-set-5-pcs/1655v,1655V,Screwfix,30.0,"https://media.screwfix.com/is/image/ae235/1655V_A4, https://media.screwfix.com/is/image/ae235/1655V_A5, https://media.screwfix.com/is/image/ae235/1655V_A6, https://media.screwfix.com/is/image/ae235/1655V_P, https://media.screwfix.com/is/image/ae235/1655V_A1, https://media.screwfix.com/is/image/ae235/1655V_A2, https://media.screwfix.com/is/image/ae235/1655V_A3",UK (Default),Bosch,1,5,1,N/A,N/A,N/A,N/A,N/A,N/A,Saw Blade Set,"Wood, Metal & Plastic",N/A,N/A,"Ideal for sawing softwood, hardwood, chipboard, laminate, parquet, soft plastics, sheet metals up to 1 mm, non‐ferrous metal profiles, hardened metal and putty material. Starlock Snap‐In mounting system enables fast blade removal and exchange within 3 seconds without having to touch the blade. 3‐dimensional tight‐fitting connection between machine and accessory produces the highest power transfer. All blades are suitable for use with Starlock, Starlock Plus, Starlock Max or OIS multi‐tools.

Key Features:
• Starlock Fitting & OIS
• Cuts Wood, Metal & Plastic
• Wear-Resistant Blades"
ERBAUER 45-GRIT GROUT SEGMENTED CUTTING BLADE 89MM,https://www.screwfix.com/p/erbauer-45-grit-grout-segmented-cutting-blade-89mm/2180v,2180V,Screwfix,11.99,"https://media.screwfix.com/is/image/ae235/2180V_P, https://media.screwfix.com/is/image/ae235/2180V_A1",UK (Default),Erbauer,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Segmented Cutting Blade,Grout,N/A,N/A,"Diamond grit coating. Compatible with most brands of multi-tools.

Key Features:
• Suitable for Grout
• Coarse Diamond Grit
• Adaptor & Fixing Pin Connection
• Coarse Cut"
DREMEL SC690 CUTTING ACCESSORY SET 10 PCS,https://www.screwfix.com/p/dremel-sc690-cutting-accessory-set-10-pcs/50198,50198,Screwfix,27.28,https://media.screwfix.com/is/image/ae235/50198_P,UK (Default),Dremel,1,10,1,N/A,N/A,N/A,N/A,N/A,N/A,Cutting Accessory Set,N/A,N/A,N/A,"Quick-change system for rotary tool accessories. Easy to use and keyless. Fibreglass-reinforced for cutting metal and plastic. For use with any Dremel rotary tool.

Key Features:
• Easy to Use"
BOSCH AII 65 BSPC MULTI-MATERIAL PLUNGE CUTTING BLADE 65MM,https://www.screwfix.com/p/bosch-aii-65-bspc-multi-material-plunge-cutting-blade-65mm/228ak,228AK,Screwfix,13.99,"https://media.screwfix.com/is/image/ae235/228AK_A2, https://media.screwfix.com/is/image/ae235/228AK_A3, https://media.screwfix.com/is/image/ae235/228AK_A4, https://media.screwfix.com/is/image/ae235/228AK_P, https://media.screwfix.com/is/image/ae235/228AK_A1",UK (Default),Bosch,1,1,1,N/A,N/A,N/A,0.065,N/A,N/A,Multi-Tool Blade,"Hardwood, Softwood, Wood Composites & Plastics",N/A,N/A,"Bosch multi-tool blade with Starlock mount for maximum power transfer and fast blade changes. Designed for plunge cutting in hardwood or wooden boards and sawing in wooden panels. Features Japanese tooth configuration consisting of sharp ground teeth for cutting hardwood, minimising heat development for tear-free cuts. Flat design blade reduces wobbling to ensure a controlled cut. Curved-Tec rounded edges offers precise, smooth cuts, with laser-etched depth gauge. Colour-coded for easy blade identification. Fits all common multi-tools.

Key Features:
• Cuts Hardwood, Softwood, Wood Composites & Plastics
• Starlock Fitting
• Fast Plunge Cut
• High-Speed Steel Teeth
• Colour-Coded"
DREMEL 687 MULTIPURPOSE CUTTING KIT 52 PIECES,https://www.screwfix.com/p/dremel-687-multipurpose-cutting-kit-52-pieces/80449,80449,Screwfix,19.97,https://media.screwfix.com/is/image/ae235/80449_P,UK (Default),Dremel,1,52,1,N/A,N/A,N/A,N/A,N/A,N/A,Multipurpose Cutting Kit,N/A,N/A,BOX,"Assortment of best selling accessories in a convenient box. Removable accessory tray and 3 dividers provide perfect storage solution. Dremel Quick Start leaflet explains the included accessories.

Key Features:
• Removable Accessory Tray"
ERBAUER 60-GRIT MULTI-MATERIAL REMOVAL BLADE 71MM,https://www.screwfix.com/p/erbauer-60-grit-multi-material-removal-blade-71mm/5820p,5820P,Screwfix,16.99,"https://media.screwfix.com/is/image/ae235/5820P_A1, https://media.screwfix.com/is/image/ae235/5820P_A2, https://media.screwfix.com/is/image/ae235/5820P_A3, https://media.screwfix.com/is/image/ae235/5820P_P",UK (Default),Erbauer,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Grout & Mortar Removing Blade,Tile & Grout,N/A,N/A,"Grout and mortar remover. Ideal for removing the adhesive and various grouts around individual tiles. Compatible with most multi-cutter power tools.

Key Features:
• Suitable for Tile & Grout
• Medium Carbide Grit
• Adaptor & Fixing Pin Connection
• Quick-Change Fitting"
DEWALT DT20707-QZ METAL PLUNGE CUTTING BLADE 43MM,https://www.screwfix.com/p/dewalt-dt20707-qz-metal-plunge-cutting-blade-43mm/9656d,9656D,Screwfix,11.09,"https://media.screwfix.com/is/image/ae235/9656D_A3, https://media.screwfix.com/is/image/ae235/9656D_A4, https://media.screwfix.com/is/image/ae235/9656D_A5, https://media.screwfix.com/is/image/ae235/9656D_P, https://media.screwfix.com/is/image/ae235/9656D_A1, https://media.screwfix.com/is/image/ae235/9656D_A2",UK (Default),DEWALT,1,1,1,N/A,N/A,N/A,0.043000000000000003,N/A,N/A,Plunge Cut Saw Blade,Metal,N/A,N/A,"Bi-metal plunge cut saw blade, suitable for cutting metal up to 43mm thick, with titanium-coated teeth for long life and extra durability. Offers quick and easy accessory change. Features universal fitment for adaptor-free use with all major oscillating tool brands.

Key Features:
• Cuts Metal
• Starlock, Starlock Plus & Starlock Max Fitting
• Fast Cut
• Super Micrograin Carbide Titanium Teeth"
ERBAUER MULTI-MATERIAL PLUNGE CUTTING BLADE 10MM,https://www.screwfix.com/p/erbauer-multi-material-plunge-cutting-blade-10mm/8988v,8988V,Screwfix,6.42,"https://media.screwfix.com/is/image/ae235/8988V_P, https://media.screwfix.com/is/image/ae235/8988V_A1",UK (Default),Erbauer,1,1,1,N/A,N/A,N/A,0.01,N/A,N/A,Plunge Blade,Wood & Metal,N/A,N/A,"Plunge blade for thin and precise cuts in wood and metal. Compatible with most multi-cutter power tools.

Key Features:
• Cuts Wood & Metal
• Adaptor & Fixing Pin Connection
• Plunge Cut
• High-Speed Steel Teeth
• Quick-Change Fitting"
ERBAUER SANDING PLATE 93MM X 93MM,https://www.screwfix.com/p/erbauer-sanding-plate-93mm-x-93mm/8735x,8735X,Screwfix,10.08,"https://media.screwfix.com/is/image/ae235/8735X_P, https://media.screwfix.com/is/image/ae235/8735X_A1, https://media.screwfix.com/is/image/ae235/8735X_A2",UK (Default),Erbauer,1,1,1,0.008649 m2 (Calculated),N/A,0.093,0.093,N/A,N/A,Sanding Plate,N/A,N/A,N/A,"Detail sanding base, for intricate smoothing of wood.

Key Features:
• Adaptor & Fixing Pin Connection
• Hook & Loop Fixing
• Abrasive Sheet Not Supplied"
ERBAUER MULTI-MATERIAL PLUNGE CUTTING BLADE 64MM,https://www.screwfix.com/p/erbauer-multi-material-plunge-cutting-blade-64mm/8783p,8783P,Screwfix,8.19,"https://media.screwfix.com/is/image/ae235/8783P_P, https://media.screwfix.com/is/image/ae235/8783P_A1",UK (Default),Erbauer,1,1,1,N/A,N/A,N/A,0.064,N/A,N/A,Plunge Cutting Blade,"Wood, Metal & Plastic",N/A,N/A,"Suitable for cutting non-ferrous metal, thin sheet metal, wood and plastic. Compatible with most multi-cutter power tools.

Key Features:
• Cuts Wood, Metal & Plastic
• Adaptor & Fixing Pin Connection
• Plunge Cut
• High-Speed Steel Teeth
• Quick-Change Fitting"
ERBAUER MULTI-MATERIAL SEGMENTED CUTTING BLADE 89MM,https://www.screwfix.com/p/erbauer-multi-material-segmented-cutting-blade-89mm/2752v,2752V,Screwfix,7.29,"https://media.screwfix.com/is/image/ae235/2752V_P, https://media.screwfix.com/is/image/ae235/2752V_A1",UK (Default),Erbauer,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Segmented Blade,Wood & Plastic,N/A,N/A,"Segmented blade for thin cuts in wood and plastic pipe at various angles. Compatible with most multi-cutter power tools.

Key Features:
• Cuts Wood & Plastic
• Adaptor & Fixing Pin Connection
• Thin Cut
• High Carbon Steel Teeth
• Quick-Change Fitting"
BOSCH MULTI-MATERIAL CUTTING BLADE SET 5 PIECES,https://www.screwfix.com/p/bosch-multi-material-cutting-blade-set-5-pieces/219ak,219AK,Screwfix,44.99,"https://media.screwfix.com/is/image/ae235/219AK_A5, https://media.screwfix.com/is/image/ae235/219AK_A6, https://media.screwfix.com/is/image/ae235/219AK_A7, https://media.screwfix.com/is/image/ae235/219AK_P, https://media.screwfix.com/is/image/ae235/219AK_A1, https://media.screwfix.com/is/image/ae235/219AK_A2, https://media.screwfix.com/is/image/ae235/219AK_A3, https://media.screwfix.com/is/image/ae235/219AK_A4",UK (Default),Bosch,1,5,1,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Tool Blade Set,"Wood, Metal & Plastic",N/A,PACK,"Bosch multi-tool blade set with colour-coding for easy blade identification. Suitable for softwood, hardwood, chipboard, laminate, parquet, soft plastics, sheet metals up to 1mm, non-ferrous profiles, hardened metal and putty. Includes a durable carbide blade for metals, a hardwood blade with sharp Japanese tooth design, and bi-metal blades in 32mm and 65mm widths for wood and metal. Also features a segment blade with small tooth geometry for non-hardened metals and plunge blade with Curved-Tec rounded edges for clean, controlled cuts. Compatible with Starlock, Starlock Plus, Starlock Max and OIS systems, fitting all common multi-tools. Supplied with storage case.

Key Features:
• Starlock Fitting
• Cuts Wood, Metal & Plastic
• Colour-Coded"
BOSCH STARLOCK PRO AII 65 APIB MULTI-MATERIAL PLUNGE CUTTING BLADE 65MM,https://www.screwfix.com/p/bosch-starlock-pro-aii-65-apib-multi-material-plunge-cutting-blade-65mm/321cr,321CR,Screwfix,18.99,"https://media.screwfix.com/is/image/ae235/321CR_A1, https://media.screwfix.com/is/image/ae235/321CR_A2, https://media.screwfix.com/is/image/ae235/321CR_A3, https://media.screwfix.com/is/image/ae235/321CR_P",UK (Default),Bosch,1,1,1,N/A,N/A,N/A,0.065,N/A,N/A,Plunge Cutting Blade,"Chipboard, MDF, Plastic, Wood & Wood with Nails",N/A,N/A,"For fast and efficient cuts in wood, soft metal and plastic. Hardened, high speed, coated teeth ensure an enhanced lifetime in tough materials. Curved-Tec design delivers tear-free plunge cuts, while an increased length enables faster cuts. Starlock mount for maximum power transfer and convenient blade change within 3 seconds. Colour-coded for easier identification. Features laser etched marks for depth gauge.

Key Features:
• Cuts Chipboard, MDF, Plastic, Wood & Wood with Nails
• Starlock, Starlock Plus, Starlock Max Fitting & OIS
• Fast Precise Cut
• Bi-Metal Teeth"
ERBAUER SOFT MATERIAL SCRAPING BLADE 52MM,https://www.screwfix.com/p/erbauer-soft-material-scraping-blade-52mm/2497p,2497P,Screwfix,6.99,"https://media.screwfix.com/is/image/ae235/2497P_P, https://media.screwfix.com/is/image/ae235/2497P_A2",UK (Default),Erbauer,1,1,1,N/A,N/A,N/A,0.052000000000000005,N/A,N/A,Multi-Cutter Scraping Blade,Soft Material,N/A,N/A,"Suitable for removing soft carpet adhesive residues, paint residues and silicon joints. Compatible with most multi-cutter power tools.

Key Features:
• Suitable for Soft Material
• Adaptor & Fixing Pin Connection
• Quick-Change Fitting"
BOSCH AII 65 BSPC HARDWOOD PLUNGE CUTTING BLADE 65MM,https://www.screwfix.com/p/bosch-aii-65-bspc-hardwood-plunge-cutting-blade-65mm/6920v,6920V,Screwfix,7.0,"https://media.screwfix.com/is/image/ae235/6920V_P, https://media.screwfix.com/is/image/ae235/6920V_A1, https://media.screwfix.com/is/image/ae235/6920V_A2",UK (Default),Bosch,1,1,1,N/A,N/A,N/A,0.065,N/A,N/A,Plunge Cutting Blade,Hardwood,N/A,N/A,"Plunge cutting saw blade with rounded cutting edge to match the cutting motion of the machine and ensure precise cuts. Starlock system for maximum power transfer with 3D quick-clamping system. Suitable for plunge cuts in hardwood and wooden boards. For use with all Starlock, Starlock Plus, Fein and Starlock Max tools.

Key Features:
• Cuts Hardwood
• Starlock Fitting & OIS
• Plunge Cut
• Bi-Metal Teeth"
BOSCH STARLOCK PRO AIZ 32 BSPIB MULTI-MATERIAL PLUNGE CUTTING BLADE 32MM,https://www.screwfix.com/p/bosch-starlock-pro-aiz-32-bspib-multi-material-plunge-cutting-blade-32mm/762cr,762CR,Screwfix,17.99,"https://media.screwfix.com/is/image/ae235/762CR_A3, https://media.screwfix.com/is/image/ae235/762CR_A4, https://media.screwfix.com/is/image/ae235/762CR_A5, https://media.screwfix.com/is/image/ae235/762CR_P, https://media.screwfix.com/is/image/ae235/762CR_A1, https://media.screwfix.com/is/image/ae235/762CR_A2",UK (Default),Bosch,1,1,1,N/A,N/A,N/A,0.032,N/A,N/A,Plunge Cutting Blade,"Hardwood, Softwood, Wood Composites & Plastics",N/A,N/A,"For cutting hardwood, softwood, wood composites and plastics. Coated Japan teeth ensure additional durability and enables aggressive and fast cuts in hardwood with reduced burning. Curved-tec rounded blade delivers tear-free plunge kits. Features Starlock mount for maximum power transfer and convenient blade change within 3 seconds.

Key Features:
• Cuts Hardwood, Softwood, Wood Composites & Plastics
• Starlock, Starlock Plus, Starlock Max Fitting & OIS
• Plunge Cut
• Bi-Metal Teeth"
ERBAUER MULTI-MATERIAL PLUNGE CUTTING BLADE 20MM,https://www.screwfix.com/p/erbauer-multi-material-plunge-cutting-blade-20mm/2304v,2304V,Screwfix,6.27,"https://media.screwfix.com/is/image/ae235/2304V_P, https://media.screwfix.com/is/image/ae235/2304V_A1, https://media.screwfix.com/is/image/ae235/2304V_A2",UK (Default),Erbauer,1,1,1,N/A,N/A,N/A,0.02,N/A,N/A,Plunge Blade,"Wood, Metal & Plastic",N/A,N/A,"Plunge blade for thin and precise cuts in non-ferrous metal, thin sheet metal, wood and plastic. Compatible with most multi-cutter power tools.

Key Features:
• Cuts Wood, Metal & Plastic
• Adaptor & Fixing Pin Connection
• Plunge Cut
• High-Speed Steel Teeth
• Quick-Change Fitting"
BOSCH STARLOCK PRO ACZ 85 RT3 30-GRIT GROUT SEGMENTED CUTTING BLADE 85MM,https://www.screwfix.com/p/bosch-starlock-pro-acz-85-rt3-30-grit-grout-segmented-cutting-blade-85mm/839cr,839CR,Screwfix,29.97,"https://media.screwfix.com/is/image/ae235/839CR_A3, https://media.screwfix.com/is/image/ae235/839CR_A4, https://media.screwfix.com/is/image/ae235/839CR_A5, https://media.screwfix.com/is/image/ae235/839CR_P, https://media.screwfix.com/is/image/ae235/839CR_A1, https://media.screwfix.com/is/image/ae235/839CR_A2",UK (Default),Bosch,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Segmented Cutting Blade,Grout,N/A,N/A,"Carbide-RIFF segmented saw blade for removing old grout and cutting cable channels in aerated concrete. Uses tough carbide grit to ensure durability and effectiveness when working with abrasive materials. Features Starlock mount for maximum power transfer and convenient blade change within 3 seconds. Colour-coded interface for easy identification. Fits all common multi-tools.

Key Features:
• Suitable for Grout
• Coarse Carbide RIFF Grit
• Starlock, Starlock Plus, Starlock Max Fitting & OIS
• Fine Clean Cut"
DEWALT DT20708-QZ MULTI-MATERIAL SEGMENTED CUTTING BLADE 100MM,https://www.screwfix.com/p/dewalt-dt20708-qz-multi-material-segmented-cutting-blade-100mm/6440f,6440F,Screwfix,14.99,"https://media.screwfix.com/is/image/ae235/6440F_P, https://media.screwfix.com/is/image/ae235/6440F_A1, https://media.screwfix.com/is/image/ae235/6440F_A2",UK (Default),DEWALT,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Mutli-Tool Segmented Cutting Saw Blade,"Wood, Wood with Nails, Drywall & PVC",N/A,BOX,"Suitable for cutting wood, wood with nails, drywall and PVC. Ideal for cutting notches in joists, cutting electrical box holes in drywall and inspection holes in stud walls. Compatible with DEWALT Quick Change System as well as most other brand's blade connection systems using the adaptor supplied.

Key Features:
• Cuts Wood, Wood with Nails, Drywall & PVC
• Starlock, Starlock Plus, Starlock Max Fitting & OIS
• Fast Cut
• High-Speed Steel Teeth"
BOSCH MULTI-MATERIAL SEGMENTED CUTTING BLADE 85MM,https://www.screwfix.com/p/bosch-multi-material-segmented-cutting-blade-85mm/39314,39314,Screwfix,10.0,"https://media.screwfix.com/is/image/ae235/39314_P, https://media.screwfix.com/is/image/ae235/39314_A1",UK (Default),Bosch,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Segment Hex Saw Blade,Wood & Metal,N/A,N/A,"Ensures long life when cutting wood or non-hardened metal. BIM (bi-metal) base combines an HCS (high carbon steel) blade and HSS (high-speed steel) teeth to resist wear and heat when cutting non-hardened metals and abrasive materials. Designed for cutting door frames and smaller mouldings to length, cutting out laminate and parquet, flush cutting wood and cutting non-hardened metal, plastics and sandwich metals. Pointed segment saw blade ends enable cutting right into tight corners for consistent performance on woodcutting needs. Compatible with all Starlock, Starlock Plus, Starlock Max power tools and common multi-tools.

Key Features:
• Cuts Wood & Metal
• Starlock Fitting & OIS
• Flush Cut
• High-Speed Steel Teeth
• Bi-Metal for Longer Life"
DREMEL 952 STRAIGHT SHANK 80 GRIT METAL GRINDING STONES 3 PACK,https://www.screwfix.com/p/dremel-952-straight-shank-80-grit-metal-grinding-stones-3-pack/65026,65026,Screwfix,5.29,https://media.screwfix.com/is/image/ae235/65026_P,UK (Default),Dremel,1,3,3,N/A,N/A,0.04,N/A,N/A,N/A,Grinding Stones,Metal,N/A,PACK,"High quality industrial abrasive. Ideal for extended general purpose grinding of metals, castings, welded joints, rivets and rust. For use with Dremel rotary multi-tools. 9.5mm diameter.

Key Features:
• For Multi-Tools
• Suitable for Metal
• Medium Aluminium Oxide Grit
• 3.2mm Straight Shank
• Specially Designed for Conic Surfaces"
BOSCH AIZ 32 EPC WOOD PLUNGE CUTTING BLADE 32MM,https://www.screwfix.com/p/bosch-aiz-32-epc-wood-plunge-cutting-blade-32mm/502ak,502AK,Screwfix,11.99,"https://media.screwfix.com/is/image/ae235/502AK_A3, https://media.screwfix.com/is/image/ae235/502AK_A4, https://media.screwfix.com/is/image/ae235/502AK_A5, https://media.screwfix.com/is/image/ae235/502AK_P, https://media.screwfix.com/is/image/ae235/502AK_A1, https://media.screwfix.com/is/image/ae235/502AK_A2",UK (Default),Bosch,1,1,1,N/A,N/A,N/A,0.032,N/A,N/A,Multi-Tool Blade,Softwood & Plywood,N/A,N/A,"Bosch multi-tool blade with Starlock mount for maximum power transfer and fast blade changes. Designed for smooth, precise plunge cutting in softwood, cutting recesses in furniture components and flush cutting in wooden components. Tapered-based body offers minimised jamming and fast material removal, with laser-etched depth gauge. Curved-Tec rounded edge provides controlled, clean plunge cuts. Features colour-coding for easy blade identification.

Key Features:
• Cuts Softwood & Plywood
• Starlock Fitting
• Fast Plunge Cut
• High-Speed Steel Teeth
• Colour-Coded"
MAKITA B-64842 WOOD PLUNGE CUTTING BLADE 24MM,https://www.screwfix.com/p/makita-b-64842-wood-plunge-cutting-blade-24mm/850xp,850XP,Screwfix,9.79,https://media.screwfix.com/is/image/ae235/850XP_P,UK (Default),Makita,1,1,1,N/A,N/A,N/A,0.024,N/A,N/A,Plunge Cutting Blade,Wood,N/A,N/A,"18TPI HCS saw blade for plunge cutting wood. Blade can be positioned in 12 different angles, offering easy operation in confined spaces.

Key Features:
• Cuts Wood
• Starlock Fitting
• Plunge Cut
• High-Speed Steel Teeth"
BOSCH PRO AVZ 93 G SANDING PLATE 93MM X 93MM,https://www.screwfix.com/p/bosch-pro-avz-93-g-sanding-plate-93mm-x-93mm/666cr,666CR,Screwfix,11.97,"https://media.screwfix.com/is/image/ae235/666CR_A3, https://media.screwfix.com/is/image/ae235/666CR_A4, https://media.screwfix.com/is/image/ae235/666CR_A5, https://media.screwfix.com/is/image/ae235/666CR_P, https://media.screwfix.com/is/image/ae235/666CR_A1, https://media.screwfix.com/is/image/ae235/666CR_A2",UK (Default),Bosch,1,1,1,0.008649 m2 (Calculated),N/A,0.093,0.093,N/A,N/A,Sanding Plate,N/A,N/A,N/A,"Triangular sander pad for surfaces, edges, and corners without jarring. Designed to be laid flat when sanding into a corner, rather than pressed on the point. Features a hook-and-loop-type fastening system for easy sheet changes. Extraction holes are designed for a dust-free and build-up-free high removal rate. Ideal for sanding down, conditioning and polishing wood, paint, varnish and fibre-reinforced composites. Compatible with all Starlock, Starlock Plus and Starlock Max power tools and common multi tools.

Key Features:
• Starlock, Starlock Plus, Starlock Max Fitting & OIS
• Hook & Loop Fixing
• Abrasive Sheet Not Supplied"
